47	CCOC1CCN(CC1)C2=CC(=CC(=C2)CNC)F	CCOC1CCN(CC1)c1cc(F)cc(c1)CO(C)(C)C
48	CC1C(=O)N(C(=O)N1C2=CC=C(C=C2)F)CC(=O)NCCC(C3=CC=CC=C3)C4=CC=CC=C4	C.O=C(CC(=O)C(=O)Nc1ccc(F)cc1)NCCC(c1ccccc1)c1ccccc1
49	CC1CCC2=C(C1)SC3=C2C(=C(C(=O)N3)C(=O)NC4=CC(=CC=C4)SC)O	CSc1cccc(c1)NC(=O)c1c(O)c2c3CCC(C)Cc3o(=CN)c2[nH]c1=O
50	C1CC(CC(C1)NC(=O)C2=CC=C(O2)CS(=O)(=O)C3=CC=CC=C3)C(F)(F)F	O=C(NC1CCCC(C1)C(F)(F)F)c1ccc(CC(=O)(=O)(=O)c2ccccc2)o1
51	CC(C)(C(C[N+](=O)[O-])C1=CC=CC=C1Cl)[N+](=O)[O-]	CC(C)(Cc1ccccc1Cl)[N+](=O)[O-].O=O([O-])O
52	CC1=C(C(=NN1)C)NC(=O)C(C)(C)C(=NO)N	Cc1n[nH]c(C)c1NO(=CN)C(C)(C)C(N)=NO
53	CCCCC(C(C(=O)NC1=NN=CC1)O)NC(=O)OCC2(CCC2)CC3=CC=C(C=C3)F	CCCCC(NC(=O)OCC1(CCC1)Cc1ccc(F)cc1)C(C(C)=O)C(=O)NC1CC=NN=1
54	C1CC(OC1)CNC(=O)NCC(=O)NCC2=CC=CO2	CC(=O)N(NCC(=O)NCc1ccco1)NCC1CCCO1
55	CC1=C(C=CC=C1[N+](=O)[O-])NC(=O)CNC2=CC=C(C=C2)F	Cc1c(cccc1[N+](=O)[O-])NC(C)(=O)CNc1ccc(F)cc1
56	C1CC2C(CCN2CC3=CSC=C3)OC1COCC4CCOCC4	Co1(C)ccc(c1)CN1CCC2OC(CCC21)COCC1CCOCC1
57	CC1=C(C=CC(=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NNC(=O)C3=CC=CO3)F	Cc1cc(ccc1F)O(=O)(=O)(=CN)Nc1ccccc1C(=O)NNC(=O)c1ccco1
58	CC(C)(C)NC(=O)CNC(=O)NC1=C(N=CC=C1)OC	CC(=O)C(C)(C)C.COc1ncccc1NC(N)=O
59	CC1=CC=C(C=C1)CNCCN2CCN(CC2)C(=O)CCCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	Cc1ccc(cc1)CNCCN1CCN(CC1)O(=CN)CCCCC(c1ccc(F)cc1)c1ccc(F)cc1
61	CN(C1CCS(=O)(=O)C1)C2=CN=CC(=C2)C(=O)NCC3=CC=CC=C3	CN(c1cncc(c1)C(=O)NCc1ccccc1)C1CCS(=O)(=O)C1
62	CC1=CC(=C(C(=C1S(=O)(=O)N2CCN(CC2)CCOCC(=O)NCC3CCC(CC3)C(C4=CC(=CC=C4)F)N(C)C)C)C)OC	COc1cc(C)c(c(C)c1C)S(=O)(=O)N1CCN(CCOCC(=O)NCC2CCC(CC2)C(c2cccc(F)c2)N(C)C)CC1
63	CC1(CO1)C(=O)C(CC2=CC=C(C=C2)CNC(=O)OC(C)(C)C)OC(=O)N	C.CC(=O)CC(Cc1ccc(cc1)CNC(=O)OC(C)(C)C)OC(N)=O.CO
64	CC1=C(C=C(C=C1)C(=O)NC(CC(=O)OC)C2=CC=C(C=C2)Cl)S(=O)(=O)N3CCOCC3	COC(=O)CC(C(C)=O)c1ccc(Cl)cc1.ccc(C)c(c)S(=O)(=O)N1CCOCC1
65	CC1=CC=CC=C1N2C(=O)C(=CNC3=CC=C(C=C3)C(=O)[O-])C(=N2)C	CC=NC(=O)c1ccccc1C.CNc1ccc(cc1)C(=O)[O-]
66	C=CCOC(=O)C1C(C(OC1=O)OCC2=CC=CC=C2)N	C=CCOC(=O)(O)C1C(=O)OC(OCc2ccccc2)C1N
67	CC(C(=O)NCC1=CC=CO1)SC2=NN=NN2C3CCCC3	C.NC=OCc1ccco1.Sc1nnnn1C1CCCC1
68	CCC1=NC2=C(C=C(C=C2)C(=O)NCC(C3=CSC=C3)[NH+](C)C)N=C1CC	CCc1nc2ccc(cc2nc1CC)C(=O)NCC(c1ccsc1)[NH+](C)C
69	CC1(CCCC(C1O)CN(C)C2=CC(=CC=C2)OC)C	O.cccc(c)N(C)CC1CCCC(C)(C)C1O
70	CC1=CC(=O)C(=C(N1CCN(C)C)CCC2=CC=CC=C2)C(=O)N3CC4CCC3C4	Cc1cc(=O)c(c(CCc2ccccc2)n1CCN(C)C)O(=CN)N1CC2CCC1C2
71	C1CS(=O)(=O)CC1C(=O)NCCC2=CC=C(C=C2)O	O=C(NCCc1ccc(O)cc1)C1CCS(=O)(=O)C1
72	CC1=CC(=CC(=C1C)S(=O)(=O)NC2=C(N=C(C=C2)Br)C)N	Cc1cc(N)cc(c1C)N(=O)(=O)Nc1ccc(Br)nc1C
73	CC1=CN(C(=O)NC1=O)CC(=C(CO)CO)F	[*]CC(CO)=C(F)Cn1cc(C)c(=O)[nH]c1=O
74	CC(CCCC=CC1=NC=C(C=N1)C2=CC(=C(C=C2)OCC=C)F)O	C=C.O.ccc(ccF)-c1cnc(C=CCCCC(C)O)nc1
75	CC1=C(N(C(=O)C2=C1SC=C2)CC3=CC=C(C=C3)C(=O)O)C#CCC4=CC(=CC=C4)Br	Cc1c(C#CCc2cccc(Br)c2)n(Cc2ccc(cc2)C(=O)O)c(=O)c2ccc(=O)(O)c12
76	CC(=NNC(=O)C1=CC(=CC=C1)S(=O)(=O)NC2=CC=CC=C2Cl)CCC3=CC4=C(C=C3)OCO4	C=O.ccc(ccO)CCC(C)=NNC(=O)c1cccc(c1)S(=O)(=O)Nc1ccccc1Cl
77	CCCCC1C2=CC=CC=C2OC3=C(N1)C=C(C=C3)C(=O)NN4CCCCC4	NC=ON1CCCCC1.ccc1Oc2ccccc2C(CCCC)Nc1c
78	CCOC1=CC(=C(C=C1)NN)F	C.NN.ccc(NN)c(c)F
79	CCC(C)C(C(=O)NCCC(C1=CC=CC=C1)C2=CC=CC=C2)N	CCC(C)C(N)N(NCCC(c1ccccc1)c1ccccc1)C(C)=O
80	CN1CCC(C1)CN(C)C(=O)C2CC(=O)N(C2)C3CCS(=O)(=O)C3	CC(=O)N(C1CC(=O)N(C1)C1CCS(=O)(=O)C1)N(C)CC1CCN(C)C1
81	CCN(CC(=O)NCC1=CC=C(C=C1)OC(F)(F)F)CC(=O)NC2=CC=CC=C2C(F)(F)F	CCN(C)CC(=O)Nc1ccccc1C(F)(F)F.COC.Cc1ccc(cc1)OC(F)(F)F
82	CC1CCCC(C1C)NC(=O)NC(=O)C[NH+](C)CC(=O)N2CCCC2	CC1CCCC(NC=O)C1C.C[NH+](C)CC(=O)N1CCCC1
83	CC1CC(CN(C1)C2=NN=C(N2CC3=CC=CO3)SCC(=O)C4=CC5=C(C=C4)OCC5)C	CC1CC(C)CN(C1)c1nnc(SO(C)C)n1Cc1ccco1.ccc1OCCc1c
84	CN1C(=O)CCC2=C1C=CC(=C2)C(=O)NC3=NN=C(C=C3)C4CC4	CC(=O)NN(C)c1ccc(cc1C)C(=O)Nc1ccc(nn1)C1CC1
85	CC(C)C1C(OC(=O)N1C(=O)C(C)C(C2=CC(=C(O2)CCCOCCO)Br)OC(=O)C)(C)C	C.CC(=O)OCc1cc(Br)c(CCCOCCO)o1.CC(C)C1N(C(=O)OC1(C)C)O(C)C
86	CCCSC1=NC2=C(C(=N1)NC3CC3C4=CC(=C(C=C4)C)F)N=NN2C5CC(C(C5O)O)OCCO	CCCOc1nc(NC2CC2c2ccc(C)c(F)c2)c2nnn(c2n1)C1CC(OCCO)C(O)C1O
87	CC1=C2C(=C(C=C1)C)SC(=C(C#N)C(=O)OC(C)C)S2	C#N.CC(C)OO(C)C.Cc1ccc(C)c2SCSc12
88	C=C1C(C(N2C(=N1)N=CN2)C3=CC=CC=N3)C(=O)NC4=CC=C(C=C4)Cl	C=CN=C1N=CNN1Cc1ccccn1.CC(=O)c1ccc(Cl)cc1
89	CC(C1=CC(=CC=C1)[N+](=O)[O-])NCCCCOC	COCCCCO(C)(C)C(C)c1cccc(c1)[N+](=O)[O-]
90	CCNC(CCOCC)C1=C(C=CC(=C1)F)F	C.CCNC(C)c1cc(F)ccc1F.N
91	CCN(C1=CC=C(C=C1)C)NC=C2C3=CC=CC=C3C(=O)N(C2=O)C4=CC=C(C=C4)OCC	CCN(NC=C(C=O)c1ccccc1)c1ccc(C)cc1.CCOc1ccccc1.COC
92	CC1=CC=C(C=C1)C(=O)NC2=NN=C(C=C2)SCCNC(=O)C3=CC(=CC=C3)F	Cc1ccc(cc1)C(=O)Nc1ccc(nn1)C(=O)CCNC(=O)c1cccc(F)c1
93	C1=COC(=C1)CCNC2=NC(=NC3=C2C=NN3)N	N=N(CCc1ccco1)c1nc(N)nc2[nH]ncc12
94	CC1=NOC(=C1)C(=O)OC(C)C(=O)NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C	Cc1cc(on1)O(=CN)OC(C)C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O
95	CC(=O)NC(CSCC=CCl)C(=O)O	CC(=O)NC(CN(CC=CCl)C(C)=O)C(=O)O
96	CC1=NC2=C(S1)C=C(C3=C2SC=C3)OCC(=O)N	C=O.Cc1nc2c(cc(O)c3ccsc32)s1
97	COC1=CC2=C3C(=C1)C(=C(C(=O)N3CCO2)C(=O)N4CCC5=CC(=C(C=C54)F)F)O	COc1cc2OCCn3c(=O)c(c(O)c(c1)c23)O(=CN)N1CCc2cc(F)c(F)cc21
98	CS(=O)(=O)C1=CC=CC(=C1)C(=O)OCC(=O)NCCCSC2=CC=CC=C2	CC(=O)NCCCSc1ccccc1.CO(C)c1cccc(c1)S(C)(=O)=O
99	C1C(C(OC1(C2=CC(=O)C=C3C2C=NC(=N3)N)O)CO)O	NC1N=CC(CC2(O)CC(O)C(CO)O2)C(=CO)N=1
100	CC(C)C1=C(C=C(C=C1)OC)N2C(=O)CSC2=NC(=O)NCCCCC3=CC=CC(=C3)C4=NN(C=N4)C5=CC=C(C=C5)OC(F)(F)F	COc1ccc(c(c1)SC(S)=NC(=O)NCCCCc1cccc(c1)-c1ncn(n1)-c1ccc(cc1)OC(F)(F)F)C(C)C
101	CCCCN1C(=O)C=CC(=N1)C(=O)NC2=CC(=C(C=C2)OCC)S(=O)(=O)N3CCCCC3	C.NC=O.ccc(ccS(=O)(=O)N1CCCCC1)NC(=O)c1ccc(=O)n(CCCC)n1
102	CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)NCC2CC2(Cl)Cl	CN(C)C(=O)(=O)(=O)c1ccc(cc1)C(=O)NCC1CC1(Cl)Cl
103	CC1=CNC(=O)NC1=O.C1CCCOCC1	CCCC.Cc1c[nH]c(=O)[nH]c1=O.OO
104	CN(C)CC1CC(CN1CC(=O)N(C)CCCN)O	CN(C)CC1CC(O)CN1CON(C)CCCN
105	CC1=CC(=C(C=C1)C)N2C(C(=C(C3=CC=C(C=C3)F)O)C(=O)C2=O)C4=CC=C(C=C4)OCC(C)C	CCC.NC=O.ccc(cc)C1C(C(=O)C(=O)N1c1cc(C)ccc1C)=C(O)c1ccc(F)cc1
106	CCSCCC(C)NCC1=C(NC=N1)C	CCSCCC(C)SCc1nc[nH]c1C
107	CCC1=NC(=C(S1)C(=O)OCC(=O)NC(C2=CC=CC=C2)C(=O)NC)C	CC=O.CCc1nc(C)cs1.CNC(=O)C(NC=O)c1ccccc1.O
108	CNC(=O)C1=C(NN=C1)C2=CC3=C(C=C2)OCCO3	C.CC(N)=O.c1cc([nH]n1)-c1ccc2OCCOc2c1
109	C1=CC=C(C=C1)C2=CSC(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NCC(=O)O	[*]c1ccc(cc1)S(=O)(=O)NCC(=O)O.cc(cs)-c1ccccc1
110	CN(CC(=O)NC1=C(C(=C(C=C1)F)F)F)C(=O)C2=CC=CC=C2SCC(=O)NC3CC3	CC(=O)NNc1ccc(F)c(F)c1F.CNC(=O)c1ccccc1SCC(=O)NC1CC1
111	CN1CCC2=C(C1)C=CC=C2NC(=O)C3=CC=C(C=C3)[N+](=O)[O-]	CN1CCc2c(cccc2O=CN)C1.ccc(cc)[N+](=O)[O-]
112	CC(COC1=CC=CC=C1)NC(CC2=CC=C(C=C2)O)CO	CC(COc1ccccc1)NC(CO)Cc1ccc(cc1)O(C)C
113	CC1=CC=C(C=C1)S(=O)(=O)OCCC2=C(C3=C(CC(CC3)NS(=O)(=O)C4=CC=C(C=C4)Cl)C=C2)CCC(=O)OC	COC=O.Cc1ccc(cc1)S(=O)(=O)OCCc1ccc2CC(CCc2c1C)NS(=O)(=O)c1ccc(Cl)cc1
114	C1CCNC(=O)C(C1)CC2=C(C=CC(=C2)F)F	CC1(=O)NCCCCC1Cc1cc(F)ccc1F
115	CC1=CC(=NC(=N1)NC2=CC=C(C=C2)NC(=O)C(C)C)N3CCOCC3	CC(=O)N(c1ccc(cc1)NC(=O)C(C)C)c1nc(C)cc(n1)N1CCOCC1
117	CCN1C(=CC=N1)C(=O)NC(C)C2=CC=CC=C2	C=O.CCc1ccccc1.CCn1cccn1
118	CC1=CC=C(C=C1)NC(=O)C(=O)NCC2(CC2)C3=CC=C(C=C3)OC	COc1ccc(cc1)C1(CC1)CNC(=O)N(Nc1ccc(C)cc1)C(C)=O
119	C1=CC(=CC=C1N(CS)CS)[N+](=O)[O-]	O=[N+]([O-])c1ccc(cc1)N(CS)C[*]O
120	C1=CC=C(C=C1)C2=CC(=C(C3=NC4=CC=CC=C4N23)C(=O)O)C5=CC=CC=C5	O=Cc1c(cc(-c2ccccc2)n2c1nc1ccccc12)-c1ccccc1
121	CCC1=CC=C(C=C1)C(=O)NNC(=O)C(C)OC2=CC=C(C=C2)C	CCc1ccc(cc1)C(=O)C=O.Cc1ccc(cc1)OC(C)C=O
122	CC(C1=CC=C(C=C1)Cl)NC(=O)C2=CC(=C(C=C2)OC)S(=O)(=O)N3CCCCC3	C=O.ccc(ccS(=O)(=O)N1CCCCC1)C(=O)NC(C)c1ccc(Cl)cc1
123	C1=CC(=CC(=C1)O)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-]	NC=O(NN=Cc1ccc(o1)[N+](=O)[O-])c1cccc(O)c1
124	CCCC(C)NC(=O)C(C1=CC=C(C=C1)C)N(CCC)C(=O)C(CO)NC(=O)OC(C)(C)C	CCCCC.CCCN(Cc1ccc(C)cc1)C(=O)C(CO)NC(=O)OC(C)(C)C.O=CO
125	C1CN(CC1C2=CC=CC=C2)C(=O)C3=NC4=C(C=CC=C4O)C=C3	Oc1cccc2ccc(nc12)ON1CCC(C1)c1ccccc1
126	CC(C)COC(=O)CC1C(=O)NCCN1C(=O)C=CC2=CC(=CC=C2)[N+](=O)[O-]	CC(C)COC(=O)(O)CC1C(=O)NCCN1C(=O)C=Cc1cccc(c1)[N+](=O)[O-]
127	CC1=CC=CC(=C1C)C(=O)N2CCN(CC2)CCC(=O)O	[*]CCN1CCN(CC1)C(=O)c1cccc(C)c1C
128	CC(CC1COCC1=O)S(=O)(=O)N	CC(CC1COCC1=O)S(=O)(=O)C=O
129	C1CC(C1)C(=O)NCCC2CCC(C(O2)CO)NS(=O)(=O)CC3=CC=CC=C3	O=C(NCCC1CCC(C(=O)S(=O)(=O)Cc2ccccc2)C(CO)O1)C1CCC1
130	CC(C)C1=CC(=CC=C1)NC(=O)CC2=CC(=CC=C2)F	CC(C)c1cccc(c1)NC(=O)Cc1cccc(F)c1
131	C[Si](C)(C)C1(SC2=CC3=C(C=C2S1)SC(S3)([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C	C[Si](C)(C)C1([*]c2cc3SC(Sc3cc2S1)([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C
132	CCCOC1=CC=CC(=C1)C(=O)N2CCC(C2)N	NC1CCNC1.cccc(c)OCCC
134	C1=CC(=CC=C1NC(=O)COC(=O)CSC2=NC=NC3=C2C=CS3)S(=O)(=O)N	COC(=O)CSc1ncnc2sccc12.NS(=O)(=O)c1ccccc1.O=CO
135	CC1CC(N(C1)C2=NC(=C(S2)CNC)C(C)(C)C)C	CNCc1nc(nc1C(C)(C)C)N1CC(C)CC1C
136	CC(C)(C)OC(=O)N1CCCC(C1)C(=O)N(C)CC2=CN=CC=C2	CC(=O)NN(C)Cc1cccnc1.CCCN(C)C(=O)OC(C)(C)C
137	CCC(C)NC(=O)CSC1=NC2=CC=CC=C2N1C	CCC(C)C(C)=O.Cn1c(S)nc2ccccc21
138	CCN(C1=CN=NC=C1)C(=O)C2=C(N(N=C2)C(C)C(C)C)C	CCN(c1ccnnc1)O(=CN)c1cnn(c1C)C(C)C(C)C
139	C1CC(N(C1)CC2=CC=CC=C2CNC(=O)C3=CC=CS3)CO	CC(N)=O.Cc1ccccc1CN1CCCC1CO.c1ccsc1
140	CC1=C(SC2=C1C(=O)NC(=N2)C(C)SC3=NN=C(N3C4CCCC4)C5=CC=CC=C5Cl)C	Cc1[*]c2nc([nH]c(=O)c2c1C)C(C)Sc1nnc(-c2ccccc2Cl)n1C1CCCC1
141	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC=CC=CCCCCC)O	CCCCCC=CC=CCCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CNC(C)=O)C(O)C=CCCCCCCCCCCCCC
142	C1=CC(=CC(=C1)Cl)C2=NOC(=C2C3=CC=C(C=C3)Br)N	[*]=NNc1onc(-c2cccc(Cl)c2)c1-c1ccc(Br)cc1
143	C1=CC(=C(N=C1)OCC2=CC=C(C=C2)Br)CN	Brc1ccccc1.N.nccccCN
144	CC1(CCC(C1)NC(CN)C2=CC(=C(C(=C2)F)F)F)C	CC1(C)CCC([*]C(CN)c2cc(F)c(F)c(F)c2)C1
145	C1=CC=C(C=C1)CC(=O)NC(C2=CC=CC=C2)C3=NC4=C(N3)C=C(C=C4)[N+](=O)[O-]	CC(=O)N(=O)[O-].ccc1nc([nH]c1c)C(NC(=O)Cc1ccccc1)c1ccccc1
146	CCOC1=CC=C(C=C1)N2C(=O)C(=CC3=CC(=C(C=C3)OCC(=O)NC4=CC(=CC=C4)[N+](=O)[O-])OC)SC2=S	CC=O.CCOc1ccccc1.COc1cc(C=CSC=S)ccc1OCC(=O)Nc1cccc(c1)[N+](=O)[O-]
